"","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price","Max_Price","Country"
"191","The Clove Club","London","Creative",-0.0793371,51.5271054,"2 MICHELIN Stars","Worth a detour",89.375,199.375,"United Kingdom"
"192","Kitchen Table","London","Modern Cuisine",-0.13647,51.5203616,"2 MICHELIN Stars","Worth a detour",343.75,343.75,"United Kingdom"
"193","Claude Bosi at Bibendum","London","French",-0.1688013,51.4933623,"2 MICHELIN Stars","Worth a detour",158.125,268.125,"United Kingdom"
"194","SENNS.Restaurant","Salzburg","Creative",13.0634487,47.8360718,"2 MICHELIN Stars","Worth a detour",100.555,242.515,"Austria"
"195","Ikarus","Salzburg","Creative",13.007903,47.7935605,"2 MICHELIN Stars","Worth a detour",165.62,248.43,"Austria"
"196","Silvio Nickol Gourmet Restaurant","Vienna","Modern Cuisine",16.3770073,48.2058003,"2 MICHELIN Stars","Worth a detour",189.28,212.94,"Austria"
"197","Steirereck im Stadtpark","Vienna","Creative, Contemporary",16.3815669,48.2043967,"2 MICHELIN Stars","Worth a detour",159.705,218.855,"Austria"
"198","Mraz & Sohn","Vienna","Creative",16.3762794,48.2313246,"2 MICHELIN Stars","Worth a detour",171.535,171.535,"Austria"
"199","Konstantin Filippou","Vienna","Modern Cuisine",16.3797942,48.2107279,"2 MICHELIN Stars","Worth a detour",66.248,223.587,"Austria"
"200","Sichuan Moon","Macau","Sichuan",113.5723245,22.1473845,"2 MICHELIN Stars","Worth a detour",202.56,392.16,"Macau"
"201","Mizumi (Macau)","Macau","Japanese",113.5449903,22.1886966,"2 MICHELIN Stars","Worth a detour",105.6,288,"Macau"
"202","Alain Ducasse at Morpheus","Macau","French Contemporary",113.5669767,22.1501736,"2 MICHELIN Stars","Worth a detour",264,322.56,"Macau"
"203","Feng Wei Ju","Macau","Hunanese, Sichuan",113.5479285,22.189952,"2 MICHELIN Stars","Worth a detour",96,96,"Macau"
"204","Wing Lei","Macau","Cantonese",113.54578,22.188028,"2 MICHELIN Stars","Worth a detour",240,240,"Macau"
"205","L'Envol","Hong Kong","French Contemporary",114.1761315,22.2799005,"2 MICHELIN Stars","Worth a detour",102.44,479.44,"Hong Kong"
"206","Bo Innovation","Hong Kong","Innovative",114.1710473,22.2763009,"2 MICHELIN Stars","Worth a detour",88.4,244.4,"Hong Kong"
"207","Sun Tung Lok","Hong Kong","Cantonese",114.17221,22.30099,"2 MICHELIN Stars","Worth a detour",38.74,156,"Hong Kong"
"208","Écriture","Hong Kong","French Contemporary",114.1552862,22.2831268,"2 MICHELIN Stars","Worth a detour",128.44,270.4,"Hong Kong"
"209","Octavium","Hong Kong","Italian",114.1571177,22.2825493,"2 MICHELIN Stars","Worth a detour",72.8,245.44,"Hong Kong"
"210","Ying Jee Club","Hong Kong","Cantonese",114.156654,22.284338,"2 MICHELIN Stars","Worth a detour",64.74,156,"Hong Kong"
"211","Amber","Hong Kong","French Contemporary",114.1577065,22.2805311,"2 MICHELIN Stars","Worth a detour",103.74,328.9,"Hong Kong"
"212","Tin Lung Heen","Hong Kong","Cantonese",114.1598747,22.3032802,"2 MICHELIN Stars","Worth a detour",141.44,234,"Hong Kong"
"213","Yan Toh Heen","Hong Kong","Cantonese",114.17395,22.293337,"2 MICHELIN Stars","Worth a detour",64.74,260,"Hong Kong"
"214","Tate","Hong Kong","Innovative",114.1477192,22.2855757,"2 MICHELIN Stars","Worth a detour",153.4,257.4,"Hong Kong"
"215","Ta Vie","Hong Kong","Innovative",114.15529,22.282766,"2 MICHELIN Stars","Worth a detour",335.4,335.4,"Hong Kong"
"216","Arbor","Hong Kong","Innovative",114.15542,22.283146,"2 MICHELIN Stars","Worth a detour",89.44,258.44,"Hong Kong"
"217","Sorn","Bangkok","Southern Thai",100.56848,13.723242,"2 MICHELIN Stars","Worth a detour",105,105,"Thailand"
"218","Chef's Table","Bangkok","French Contemporary",100.5171696,13.7215006,"2 MICHELIN Stars","Worth a detour",237,237,"Thailand"
"219","R-Haan","Bangkok","Thai",100.57972,13.731805,"2 MICHELIN Stars","Worth a detour",36.57,87.36,"Thailand"
"220","Mezzaluna","Bangkok","French Contemporary",100.51691,13.722148,"2 MICHELIN Stars","Worth a detour",195,195,"Thailand"
"221","Sühring","Bangkok","European Contemporary",100.5457264,13.7108084,"2 MICHELIN Stars","Worth a detour",105,165,"Thailand"
"222","Le Normandie","Bangkok","French Contemporary",100.5138214,13.7238479,"2 MICHELIN Stars","Worth a detour",96,246,"Thailand"
"223","Casa de Chá da Boa Nova","Leça da Palmeira","Seafood",-8.7147233,41.2027411,"2 MICHELIN Stars","Worth a detour",130.13,248.43,"Portugal"
"224","Ocean","Porches","Creative",-8.3792041,37.1008268,"2 MICHELIN Stars","Worth a detour",248.43,248.43,"Portugal"
"225","The Yeatman","Vila Nova de Gaia","Creative",-8.6133869,41.1336845,"2 MICHELIN Stars","Worth a detour",212.94,212.94,"Portugal"
"226","Il Gallo d'Oro","Funchal","Modern Cuisine",-16.9266478,32.6382988,"2 MICHELIN Stars","Worth a detour",153.79,236.6,"Portugal"
"227","Vila Joya","Albufeira","Creative",-8.31367,37.08059,"2 MICHELIN Stars","Worth a detour",183.365,230.685,"Portugal"
"228","Belcanto","Lisbon","Creative",-9.1415741,38.7104102,"2 MICHELIN Stars","Worth a detour",165.62,230.685,"Portugal"
"229","Alma","Lisbon","Creative",-9.1411358,38.7101662,"2 MICHELIN Stars","Worth a detour",118.3,171.535,"Portugal"
"230","El Molino de Urdániz","Urdaitz","Creative",-1.533913,42.909132,"2 MICHELIN Stars","Worth a detour",141.96,165.62,"Spain"
"231","Casa Marcial","La Salgar","Creative",-5.1928818,43.4183926,"2 MICHELIN Stars","Worth a detour",106.47,212.94,"Spain"
"232","Cabaña Buenavista","El Palmar","Creative",-1.163767,37.92464,"2 MICHELIN Stars","Worth a detour",124.215,165.62,"Spain"
"233","Maralba","Almansa","Creative, Castilian",-1.0910555,38.8696375,"2 MICHELIN Stars","Worth a detour",66.248,113.568,"Spain"
"234","BonAmb","Xàbia","Creative",0.148496,38.7701412,"2 MICHELIN Stars","Worth a detour",106.47,189.28,"Spain"
"235","Les Cols","Olot","Creative",2.5009,42.1946503,"2 MICHELIN Stars","Worth a detour",183.365,183.365,"Spain"
"236","M.B","Guía de Isora","Creative",-16.799017,28.171041,"2 MICHELIN Stars","Worth a detour",159.705,195.195,"Spain"
"237","Voro","Canyamel","Modern Cuisine",3.4389026,39.6696986,"2 MICHELIN Stars","Worth a detour",130.13,165.62,"Spain"
"238","Mugaritz","Errenteria","Creative",-1.9171152,43.2722067,"2 MICHELIN Stars","Worth a detour",273.273,273.273,"Spain"
"239","Culler de Pau","O Grove","Creative",-8.8957637,42.4752854,"2 MICHELIN Stars","Worth a detour",112.385,177.45,"Spain"
"240","Bo.TiC","Corçà","Creative",3.0160382,41.9878977,"2 MICHELIN Stars","Worth a detour",153.79,212.94,"Spain"
"241","Miramar","Llançà","Creative",3.1601265,42.3710822,"2 MICHELIN Stars","Worth a detour",177.45,230.685,"Spain"
"242","Bardal","Ronda","Creative",-5.16655,36.74161,"2 MICHELIN Stars","Worth a detour",177.45,201.11,"Spain"
"243","El Portal de Echaurren","Ezcaray","Creative, Modern Cuisine",-3.0144146,42.3257846,"2 MICHELIN Stars","Worth a detour",177.45,195.195,"Spain"
"244","L'Escaleta","Cocentaina","Creative, Mediterranean Cuisine",-0.4451945,38.7570756,"2 MICHELIN Stars","Worth a detour",100.555,171.535,"Spain"
"245","Iván Cerdeño","Toledo","Modern Cuisine",-4.0462052,39.8619154,"2 MICHELIN Stars","Worth a detour",65.065,171.535,"Spain"
"246","Ramón Freixa Madrid","Madrid","Creative",-3.6861735,40.4284323,"2 MICHELIN Stars","Worth a detour",106.47,195.195,"Spain"
"247","Coque","Madrid","Creative",-3.690676,40.430643,"2 MICHELIN Stars","Worth a detour",234.234,272.09,"Spain"
"248","Smoked Room","Madrid","Contemporary",-3.691358,40.4385556,"2 MICHELIN Stars","Worth a detour",218.855,218.855,"Spain"
"249","DSTAgE","Madrid","Creative",-3.6962925,40.4246847,"2 MICHELIN Stars","Worth a detour",171.535,201.11,"Spain"
"250","Paco Roncero","Madrid","Creative",-3.7002477,40.4176733,"2 MICHELIN Stars","Worth a detour",112.385,248.43,"Spain"
"251","Atrio","Cáceres","Creative",-6.3713456,39.4730183,"2 MICHELIN Stars","Worth a detour",230.685,230.685,"Spain"
"252","Ricard Camarena","Valencia","Creative",-0.3852003,39.48512,"2 MICHELIN Stars","Worth a detour",195.195,230.685,"Spain"
"253","El Poblet","Valencia","Creative",-0.3745175,39.469784,"2 MICHELIN Stars","Worth a detour",115.934,189.28,"Spain"
"254","Noor","Córdoba","Creative",-4.7583913,37.8897516,"2 MICHELIN Stars","Worth a detour",112.385,224.77,"Spain"
"255","Amelia by Paulo Airaudo","Donostia / San Sebastián","Creative",-1.9859469,43.3168594,"2 MICHELIN Stars","Worth a detour",201.11,201.11,"Spain"
"256","Skina","Marbella","Modern Cuisine",-4.8857086,36.5114458,"2 MICHELIN Stars","Worth a detour",195.195,223.587,"Spain"
"257","Disfrutar","Barcelona","Creative",2.1530369,41.3879756,"2 MICHELIN Stars","Worth a detour",248.43,248.43,"Spain"
"258","Cinc Sentits","Barcelona","Creative",2.1521767,41.3784999,"2 MICHELIN Stars","Worth a detour",140.777,164.437,"Spain"
"259","Moments","Barcelona","Creative",2.1664829,41.3911693,"2 MICHELIN Stars","Worth a detour",177.45,223.587,"Spain"
"260","Enoteca Paco Pérez","Barcelona","Modern Cuisine",2.1969283,41.3867832,"2 MICHELIN Stars","Worth a detour",207.025,207.025,"Spain"
"261","Cocina Hermanos Torres","Barcelona","Creative",2.1400168,41.3865273,"2 MICHELIN Stars","Worth a detour",113.568,230.685,"Spain"
"262","Angle","Barcelona","Modern Cuisine",2.1597015,41.3882671,"2 MICHELIN Stars","Worth a detour",218.855,218.855,"Spain"
"263","BEIGE Alain Ducasse","Tokyo","French",139.766511,35.67308,"2 MICHELIN Stars","Worth a detour",102,255,"Japan"
"264","Sushi Kanesaka","Tokyo","Sushi",139.7626744,35.6679243,"2 MICHELIN Stars","Worth a detour",161.5,314.5,"Japan"
"265","ASAHINA Gastronome","Tokyo","French",139.779307,35.682829,"2 MICHELIN Stars","Worth a detour",127.5,238,"Japan"
"266","Daigo","Tokyo","Shojin",139.749184,35.66344,"2 MICHELIN Stars","Worth a detour",136,238,"Japan"
"267","HOMMAGE","Tokyo","French",139.79699,35.718485,"2 MICHELIN Stars","Worth a detour",119,229.5,"Japan"
"268","Tempura Kondo","Tokyo","Tempura",139.763104,35.671184,"2 MICHELIN Stars","Worth a detour",76.5,204,"Japan"
"269","Higashiazabu Amamoto","Tokyo","Sushi",139.7435461,35.6573212,"2 MICHELIN Stars","Worth a detour",357,357,"Japan"
"270","LA TABLE de Joël Robuchon","Tokyo","French",139.7144835,35.6418703,"2 MICHELIN Stars","Worth a detour",55.25,178.5,"Japan"
"271","Den","Tokyo","Japanese",139.712661,35.6731782,"2 MICHELIN Stars","Worth a detour",195.5,195.5,"Japan"
"272","Seisoka","Tokyo","Japanese",139.724008,35.64751,"2 MICHELIN Stars","Worth a detour",72.25,365.5,"Japan"
"273","L'ATELIER de Joël Robuchon","Tokyo","French",139.729046,35.6604,"2 MICHELIN Stars","Worth a detour",34,187,"Japan"
"274","Nabeno-Ism","Tokyo","French",139.7953796,35.7068315,"2 MICHELIN Stars","Worth a detour",127.5,229.5,"Japan"
"275","Ryuzu","Tokyo","French",139.733371,35.664729,"2 MICHELIN Stars","Worth a detour",55.25,263.5,"Japan"
"276","Crony","Tokyo","French",139.743318,35.655765,"2 MICHELIN Stars","Worth a detour",161.5,161.5,"Japan"
"277","Florilège","Tokyo","French",139.71369,35.672277,"2 MICHELIN Stars","Worth a detour",80.75,161.5,"Japan"
"278","Usukifugu Yamadaya","Tokyo","Fugu / Pufferfish",139.7226951,35.658213,"2 MICHELIN Stars","Worth a detour",246.5,348.5,"Japan"
"279","Kobikicho Tomoki","Tokyo","Sushi",139.768149,35.670064,"2 MICHELIN Stars","Worth a detour",323,365.5,"Japan"
"280","Seizan","Tokyo","Japanese",139.739951,35.647424,"2 MICHELIN Stars","Worth a detour",153,425,"Japan"
"281","Ginza Kojyu","Tokyo","Japanese",139.7631055,35.6713964,"2 MICHELIN Stars","Worth a detour",212.5,382.5,"Japan"
"282","PIERRE GAGNAIRE","Tokyo","French",139.741089,35.668231,"2 MICHELIN Stars","Worth a detour",76.5,323,"Japan"
"283","ESqUISSE","Tokyo","French",139.7634411,35.6717167,"2 MICHELIN Stars","Worth a detour",110.5,263.5,"Japan"
"284","Akasaka Kikunoi","Tokyo","Japanese",139.734068,35.669869,"2 MICHELIN Stars","Worth a detour",119,314.5,"Japan"
"285","NARISAWA","Tokyo","Innovative",139.722147,35.671585,"2 MICHELIN Stars","Worth a detour",212.5,365.5,"Japan"
"286","Kaiseki Tsujitome","Tokyo","Japanese",139.733632,35.677383,"2 MICHELIN Stars","Worth a detour",161.5,450.5,"Japan"
"287","Édition Koji Shimomura","Tokyo","French",139.738152,35.66558,"2 MICHELIN Stars","Worth a detour",93.5,272,"Japan"
"288","ZURRIOLA","Tokyo","Spanish",139.7625586,35.6698891,"2 MICHELIN Stars","Worth a detour",93.5,238,"Japan"
"289","Kaiseki Komuro","Tokyo","Japanese",139.7383758,35.6993011,"2 MICHELIN Stars","Worth a detour",161.5,620.5,"Japan"
"290","Tentempura Uchitsu","Tokyo","Tempura",139.721271,35.647881,"2 MICHELIN Stars","Worth a detour",263.5,263.5,"Japan"
"291","Kioicho Fukudaya","Tokyo","Japanese",139.735961,35.680298,"2 MICHELIN Stars","Worth a detour",170,450.5,"Japan"
"292","alla Prima","SEOUL","Innovative",127.02602,37.51346,"2 MICHELIN Stars","Worth a detour",61.6,160,"South Korea"
"293","Jungsik","SEOUL","Contemporary",127.041069,37.525584,"2 MICHELIN Stars","Worth a detour",62.4,184,"South Korea"
"294","Mosu","SEOUL","Innovative",126.99935,37.53644,"2 MICHELIN Stars","Worth a detour",112,216,"South Korea"
"295","Kwonsooksoo","SEOUL","Korean",127.04355,37.52437,"2 MICHELIN Stars","Worth a detour",84,192,"South Korea"
"296","Mingles","SEOUL","Contemporary",127.04414,37.52533,"2 MICHELIN Stars","Worth a detour",96,176,"South Korea"
"297","Agli Amici","Godia","Modern Cuisine",13.2661148,46.1022873,"2 MICHELIN Stars","Worth a detour",118.3,165.62,"Italy"
"298","daní maison","Ischia","Creative, Italian",13.9481302,40.7265369,"2 MICHELIN Stars","Worth a detour",130.13,313.495,"Italy"
"299","Castel finedining","Tirol","Creative, Modern Cuisine",11.1568653,46.6862223,"2 MICHELIN Stars","Worth a detour",210.574,246.064,"Italy"
"300","La Peca","Lonigo","Creative, Contemporary",11.3990641,45.3848934,"2 MICHELIN Stars","Worth a detour",112.385,236.6,"Italy"
"301","La Madia","Licata","Creative, Sicilian",13.9338055,37.1070131,"2 MICHELIN Stars","Worth a detour",141.96,201.11,"Italy"
"302","La Trota","Rivodutri","Creative, Regional Cuisine",12.8486278,42.4982957,"2 MICHELIN Stars","Worth a detour",165.62,165.62,"Italy"
"303","Villa Crespi","Orta San Giulio","Creative, Mediterranean Cuisine",8.4159486,45.7964778,"2 MICHELIN Stars","Worth a detour",189.28,224.77,"Italy"
"304","Taverna Estia","Brusciano","Creative",14.4232938,40.9083323,"2 MICHELIN Stars","Worth a detour",153.79,224.77,"Italy"
"305","Caino","Montemerano","Modern Cuisine",11.4906283,42.6220221,"2 MICHELIN Stars","Worth a detour",218.855,224.77,"Italy"
"306","Quattro Passi","Marina del Cantone","Mediterranean Cuisine, Italian",14.3537561,40.5857091,"2 MICHELIN Stars","Worth a detour",88.725,236.6,"Italy"
"307","Antica Osteria Cera","Lughetto","Seafood, Modern Cuisine",12.1302222,45.3881476,"2 MICHELIN Stars","Worth a detour",82.81,295.75,"Italy"
"308","L'Olivo","Anacapri","Creative, Italian",14.22207,40.55598,"2 MICHELIN Stars","Worth a detour",212.94,260.26,"Italy"
"309","Krèsios","Telese","Creative, Contemporary",14.5000207,41.2045624,"2 MICHELIN Stars","Worth a detour",177.45,177.45,"Italy"
"310","Don Alfonso 1890","Sant' Agata sui Due Golfi","Creative, Italian",14.3737397,40.6078108,"2 MICHELIN Stars","Worth a detour",189.28,224.77,"Italy"
"311","Harry's Piccolo","Trieste","Creative",13.7674965,45.6497647,"2 MICHELIN Stars","Worth a detour",153.79,236.6,"Italy"
"312","Arnolfo","Colle di Val d'Elsa","Creative",11.1166755,43.4209535,"2 MICHELIN Stars","Worth a detour",189.28,212.94,"Italy"
"313","Duomo","Ragusa","Creative, Sicilian",14.7408333,36.9268317,"2 MICHELIN Stars","Worth a detour",76.895,234.234,"Italy"
"314","La Madernassa","Guarene","Creative, Modern Cuisine",8.0112719,44.7352143,"2 MICHELIN Stars","Worth a detour",130.13,354.9,"Italy"
"315","Miramonti l'Altro","Concesio","Modern Cuisine, Contemporary",10.2043986,45.6135819,"2 MICHELIN Stars","Worth a detour",106.47,177.45,"Italy"
"316","Antica Corona Reale","Cervere","Piedmontese, Regional Cuisine",7.788635,44.63505,"2 MICHELIN Stars","Worth a detour",118.3,177.45,"Italy"
"317","D'O","Cornaredo","Creative",9.0119212,45.486885,"2 MICHELIN Stars","Worth a detour",130.13,212.94,"Italy"
"318","Villa Feltrinelli","Gargnano","Creative, Contemporary",10.669477,45.693253,"2 MICHELIN Stars","Worth a detour",295.75,295.75,"Italy"
"319","Bracali","Ghirlanda","Creative",10.8995225,43.0584193,"2 MICHELIN Stars","Worth a detour",177.45,295.75,"Italy"
"320","Torre del Saracino","Vico Equense","Creative, Italian",14.41912,40.66056,"2 MICHELIN Stars","Worth a detour",163.254,260.26,"Italy"
"321","Piccolo Lago","Fondotoce","Modern Cuisine, Contemporary",8.4722614,45.9579164,"2 MICHELIN Stars","Worth a detour",212.94,212.94,"Italy"
"322","Magnolia","Cesenatico","Creative, Contemporary",12.404272,44.19562,"2 MICHELIN Stars","Worth a detour",141.96,165.62,"Italy"
"323","Il Piccolo Principe","Viareggio","Creative",10.2355866,43.8809756,"2 MICHELIN Stars","Worth a detour",177.45,272.09,"Italy"
"324","Gourmetstube Einhorn","Mauls","Creative",11.5204481,46.8511074,"2 MICHELIN Stars","Worth a detour",153.79,195.195,"Italy"
"325","San Domenico","Imola","Classic Cuisine",11.7124431,44.3557172,"2 MICHELIN Stars","Worth a detour",70.98,224.77,"Italy"
"326","Tre Olivi","Paestum","Modern Cuisine",14.9845016,40.4292596,"2 MICHELIN Stars","Worth a detour",106.47,153.79,"Italy"
"327","Il Luogo di Aimo e Nadia","Milan","Italian Contemporary, Modern Cuisine",9.130776,45.458435,"2 MICHELIN Stars","Worth a detour",260.26,331.24,"Italy"
"328","Seta by Antonio Guida","Milan","Contemporary, Modern Cuisine",9.191208,45.469845,"2 MICHELIN Stars","Worth a detour",112.385,331.24,"Italy"
"329","Terra","Sarentino","Creative, Regional Cuisine",11.3221975,46.6521107,"2 MICHELIN Stars","Worth a detour",211.757,211.757,"Italy"
